steps,scenario,circle
23.0,Random,True
24.0,Random,True
20.0,Random,True
18.0,Random,True
49.0,Random,True
29.0,Random,True
12.0,Random,True
11.0,Random,True
44.0,Random,True
26.0,Random,True
23.0,Random,True
34.0,Random,True
42.0,Random,True
9.0,Random,True
25.0,Random,True
12.0,Random,True
25.0,Random,True
70.0,Random,True
32.0,Random,True
29.0,Random,True
12.0,Random,True
24.0,Random,True
35.0,Random,True
41.0,Random,True
55.0,Random,True
8.0,Random,True
37.0,Random,True
45.0,Random,True
8.0,Random,True
14.0,Random,True
16.0,Random,True
23.0,Random,True
10.0,Random,True
22.0,Random,True
33.0,Random,True
17.0,Random,True
34.0,Random,True
24.0,Random,True
8.0,Random,True
37.0,Random,True
15.0,Random,True
7.0,Random,True
23.0,Random,True
22.0,Random,True
23.0,Random,True
27.0,Random,True
24.0,Random,True
10.0,Random,True
39.0,Random,True
4.0,Random,True
18.0,Random,True
32.0,Random,True
6.0,Random,True
28.0,Random,True
24.0,Random,True
25.0,Random,True
21.0,Random,True
10.0,Random,True
11.0,Random,True
22.0,Random,True
37.0,Random,True
10.0,Random,True
70.0,Random,True
19.0,Random,True
15.0,Random,True
19.0,Random,True
9.0,Random,True
7.0,Random,True
13.0,Random,True
24.0,Random,True
38.0,Random,True
24.0,Random,True
20.0,Random,True
28.0,Random,True
10.0,Random,True
21.0,Random,True
32.0,Random,True
12.0,Random,True
18.0,Random,True
27.0,Random,True
30.0,Random,True
21.0,Random,True
61.0,Random,True
26.0,Random,True
46.0,Random,True
13.0,Random,True
6.0,Random,True
33.0,Random,True
12.0,Random,True
19.0,Random,True
36.0,Random,True
38.0,Random,True
13.0,Random,True
15.0,Random,True
49.0,Random,True
34.0,Random,True
15.0,Random,True
16.0,Random,True
24.0,Random,True
13.0,Random,True
18.0,Random,True
15.0,Random,True
25.0,Random,True
17.0,Random,True
9.0,Random,True
30.0,Random,True
33.0,Random,True
15.0,Random,True
6.0,Random,True
14.0,Random,True
26.0,Random,True
23.0,Random,True
10.0,Random,True
7.0,Random,True
30.0,Random,True
19.0,Random,True
23.0,Random,True
18.0,Random,True
36.0,Random,True
14.0,Random,True
54.0,Random,True
22.0,Random,True
26.0,Random,True
14.0,Random,True
45.0,Random,True
19.0,Random,True
31.0,Random,True
24.0,Random,True
27.0,Random,True
24.0,Random,True
17.0,Random,True
9.0,Random,True
12.0,Random,True
46.0,Random,True
12.0,Random,True
22.0,Random,True
20.0,Random,True
13.0,Random,True
20.0,Random,True
16.0,Random,True
27.0,Random,True
5.0,Random,True
31.0,Random,True
76.0,Random,True
16.0,Random,True
16.0,Random,True
21.0,Random,True
29.0,Random,True
22.0,Random,True
11.0,Random,True
8.0,Random,True
11.0,Random,True
35.0,Random,True
20.0,Random,True
6.0,Random,True
40.0,Random,True
19.0,Random,True
6.0,Random,True
19.0,Random,True
32.0,Random,True
15.0,Random,True
23.0,Random,True
43.0,Random,True
25.0,Random,True
17.0,Random,True
49.0,Random,True
10.0,Random,True
8.0,Random,True
17.0,Random,True
10.0,Random,True
74.0,Random,True
17.0,Random,True
19.0,Random,True
12.0,Random,True
25.0,Random,True
37.0,Random,True
17.0,Random,True
10.0,Random,True
20.0,Random,True
30.0,Random,True
19.0,Random,True
18.0,Random,True
29.0,Random,True
33.0,Random,True
23.0,Random,True
29.0,Random,True
15.0,Random,True
26.0,Random,True
16.0,Random,True
42.0,Random,True
37.0,Random,True
27.0,Random,True
13.0,Random,True
19.0,Random,True
22.0,Random,True
28.0,Random,True
24.0,Random,True
33.0,Random,True
5.0,Random,True
23.0,Random,True
31.0,Random,True
11.0,Random,True
22.0,Random,True
11.0,Random,True
22.0,Random,True
28.0,Random,True
21.0,Random,True
29.0,Random,True
83.0,Random,True
43.0,Random,True
13.0,Random,True
50.0,Random,True
22.0,Random,True
18.0,Random,True
9.0,Random,True
24.0,Random,True
31.0,Random,True
12.0,Random,True
15.0,Random,True
32.0,Random,True
12.0,Random,True
31.0,Random,True
21.0,Random,True
20.0,Random,True
11.0,Random,True
68.0,Random,True
18.0,Random,True
32.0,Random,True
37.0,Random,True
19.0,Random,True
17.0,Random,True
26.0,Random,True
25.0,Random,True
16.0,Random,True
17.0,Random,True
44.0,Random,True
9.0,Random,True
17.0,Random,True
30.0,Random,True
23.0,Random,True
36.0,Random,True
26.0,Random,True
16.0,Random,True
28.0,Random,True
8.0,Random,True
14.0,Random,True
14.0,Random,True
5.0,Random,True
11.0,Random,True
32.0,Random,True
31.0,Random,True
10.0,Random,True
24.0,Random,True
14.0,Random,True
24.0,Random,True
16.0,Random,True
26.0,Random,True
40.0,Random,True
19.0,Random,True
19.0,Random,True
15.0,Random,True
70.0,Random,True
13.0,Random,True
16.0,Random,True
24.0,Random,True
91.0,Random,True
33.0,Random,True
11.0,Random,True
31.0,Random,True
10.0,Random,True
33.0,Random,True
27.0,Random,True
7.0,Random,True
13.0,Random,True
34.0,Random,True
15.0,Random,True
24.0,Random,True
69.0,Random,True
45.0,Random,True
10.0,Random,True
28.0,Random,True
12.0,Random,True
24.0,Random,True
33.0,Random,True
71.0,Random,True
32.0,Random,True
19.0,Random,True
18.0,Random,True
26.0,Random,True
13.0,Random,True
13.0,Random,True
17.0,Random,True
25.0,Random,True
29.0,Random,True
20.0,Random,True
63.0,Random,True
14.0,Random,True
19.0,Random,True
17.0,Random,True
33.0,Random,True
37.0,Random,True
21.0,Random,True
23.0,Random,True
20.0,Random,True
26.0,Random,True
49.0,Random,True
19.0,Random,True
6.0,Random,True
15.0,Random,True
24.0,Random,True
9.0,Random,True
21.0,Random,True
23.0,Random,True
22.0,Random,True
22.0,Random,True
23.0,Random,True
6.0,Random,True
22.0,Random,True
32.0,Random,True
32.0,Random,True
7.0,Random,True
20.0,Random,True
12.0,Random,True
14.0,Random,True
16.0,Random,True
63.0,Random,True
72.0,Random,True
23.0,Random,True
17.0,Random,True
25.0,Random,True
29.0,Random,True
13.0,Random,True
34.0,Random,True
28.0,Random,True
25.0,Random,True
55.0,Random,True
35.0,Random,True
43.0,Random,True
38.0,Random,True
12.0,Random,True
11.0,Random,True
10.0,Random,True
26.0,Random,True
23.0,Random,True
6.0,Random,True
8.0,Random,True
8.0,Random,True
15.0,Random,True
38.0,Random,True
33.0,Random,True
19.0,Random,True
12.0,Random,True
14.0,Random,True
12.0,Random,True
8.0,Random,True
36.0,Random,True
35.0,Random,True
11.0,Random,True
19.0,Random,True
28.0,Random,True
8.0,Random,True
9.0,Random,True
6.0,Random,True
88.0,Random,True
25.0,Random,True
10.0,Random,True
22.0,Random,True
11.0,Random,True
17.0,Random,True
30.0,Random,True
22.0,Random,True
29.0,Random,True
10.0,Random,True
10.0,Random,True
7.0,Random,True
9.0,Random,True
21.0,Random,True
11.0,Random,True
14.0,Random,True
23.0,Random,True
14.0,Random,True
42.0,Random,True
39.0,Random,True
80.0,Random,True
10.0,Random,True
16.0,Random,True
10.0,Random,True
43.0,Random,True
24.0,Random,True
15.0,Random,True
19.0,Random,True
43.0,Random,True
94.0,Random,True
9.0,Random,True
11.0,Random,True
80.0,Random,True
45.0,Random,True
23.0,Random,True
19.0,Random,True
118.0,Random,True
16.0,Random,True
19.0,Random,True
12.0,Random,True
22.0,Random,True
13.0,Random,True
95.0,Random,True
11.0,Random,True
62.0,Random,True
6.0,Random,True
30.0,Random,True
39.0,Random,True
24.0,Random,True
35.0,Random,True
15.0,Random,True
29.0,Random,True
17.0,Random,True
40.0,Random,True
12.0,Random,True
15.0,Random,True
16.0,Random,True
20.0,Random,True
18.0,Random,True
19.0,Random,True
27.0,Random,True
30.0,Random,True
25.0,Random,True
8.0,Random,True
21.0,Random,True
26.0,Random,True
22.0,Random,True
22.0,Random,True
14.0,Random,True
15.0,Random,True
10.0,Random,True
9.0,Random,True
11.0,Random,True
12.0,Random,True
13.0,Random,True
12.0,Random,True
16.0,Random,True
6.0,Random,True
41.0,Random,True
58.0,Random,True
16.0,Random,True
16.0,Random,True
7.0,Random,True
26.0,Random,True
34.0,Random,True
12.0,Random,True
21.0,Random,True
43.0,Random,True
7.0,Random,True
22.0,Random,True
6.0,Random,True
8.0,Random,True
29.0,Random,True
23.0,Random,True
13.0,Random,True
17.0,Random,True
11.0,Random,True
7.0,Random,True
6.0,Random,True
40.0,Random,True
24.0,Random,True
7.0,Random,True
26.0,Random,True
32.0,Random,True
13.0,Random,True
31.0,Random,True
20.0,Random,True
38.0,Random,True
25.0,Random,True
13.0,Random,True
54.0,Random,True
21.0,Random,True
11.0,Random,True
11.0,Random,True
22.0,Random,True
19.0,Random,True
14.0,Random,True
15.0,Random,True
21.0,Random,True
12.0,Random,True
18.0,Random,True
18.0,Random,True
8.0,Random,True
10.0,Random,True
20.0,Random,True
24.0,Random,True
12.0,Random,True
20.0,Random,True
45.0,Random,True
14.0,Random,True
40.0,Random,True
16.0,Random,True
20.0,Random,True
31.0,Random,True
92.0,Random,True
25.0,Random,True
21.0,Random,True
14.0,Random,True
9.0,Random,True
40.0,Random,True
44.0,Random,True
32.0,Random,True
35.0,Random,True
6.0,Random,True
20.0,Random,True
32.0,Random,True
11.0,Random,True
62.0,Random,True
29.0,Random,True
